structure_id,well_id,structure_acronym,structure_name
13043,127434262,"Lim","limitans nucleus"
12182,127434242,"PTN","pretectal nuclear complex"
12243,127434238,"PTg","pedunculo(pontine) tegmental  nucleus"
12198,127434234,"3N","oculomotor nucleus"
12013,127434230,"cVZc","VZ in caudal cingulate neocortex"
11987,127434228,"cSZc","SZ in caudal cingulate cortex"
11865,127434226,"cIZc","IZ in caudal cingulate cortex"
11781,127434210,"cSPc","SP in caudal cingulate cortex"
11724,127434208,"cCPci","inner CP in caudal cingulate cortex"
11723,127434206,"cCPco","outer CP in caudal cingulate cortex"
10552,127434204,"CGE","caudal ganglionic eminence"
10456,127434202,"MHN","medial habenular nucleus"
10453,127434200,"LHN","lateral habenular nucleus"
10434,127434198,"MG","medial geniculate nuclei"
10413,127434196,"Puli","inferior nucleus of pulvinar"
10411,127434194,"Pulm","medial nucleus of pulvinar"
15534,127434097,"RPf","retroparafascicular area of thalamus"
13214,127434091,"SGpcc","SG in caudal perirhinal cortex"
10430,127433874,"DLG","dorsal lateral geniculate nucleus"
13054,127433870,"SPf","subparafascicular nucleus of thalamus"
11752,127433866,"CPpcci","inner CP in caudal perirhinal cortex"
11751,127433864,"CPpcco","outer CP in caudal perirhinal cortex"
11647,127433862,"MZpcc","MZ in caudal perirhinal cortex"
11431,127433860,"Ecd","deep layers of caudal entorhinal cortex"
11427,127433778,"Ec3","layer III of caudal entorhinal cortex"
11426,127433776,"Ec2","layer II of caudal entorhinal cortex"
11425,127433774,"Ec1","layer I of caudal entorhinal cortex"
10450,127433772,"Pf","parafascicular nucleus of thalamus"
13040,127433770,"VMb","basal ventral medial nucleus"
12259,127433768,"SNR","substantia nigra, reticular part"
11999,127433764,"pVZpd","VZ in posterosuperior (dorsal) parietal cortex"
11954,127433762,"tSZslo","outer SZ in superolateral temporal cortex"
11936,127427031,"pSZpdi","inner SZ in posterosuperior (dorsal) parietal cortex"
11934,127427029,"pSZpdo","outer SZ in posterosuperior (dorsal) parietal cortex"
11837,127427027,"tIZsl","IZ in superolateral temporal cortex"
11825,127427025,"pIZpd","IZ in posterosuperior (dorsal) parietal cortex"
11771,127427023,"tSPsl","SP in superolateral temporal cortex"
11767,127427021,"pSPpd","SP in posterosuperior (dorsal) parietal cortex"
11696,127427019,"tCPsli","inner CP in superolateral temporal cortex"
11695,127427017,"tCPslo","outer CP in superolateral temporal cortex"
11684,127427015,"pCPpdi","inner CP in posterosuperior (dorsal) parietal cortex"
11683,127427002,"pCPpdo","outer CP in posterosuperior (dorsal) parietal cortex"
11311,127427000,"SRpy","pyramidal layer of rostral subiculum"
11307,127426996,"CA4Rpy","pyramidal cells of rostral CA4"
11299,127426994,"CA3Rsp","stratum pyramidale of rostral CA3"
11278,127426990,"CA1Rsp","stratum pyramidale of rostral CA1"
10459,127426976,"PaVc","caudal subdivision of paraventricular nucleus"
10449,127426974,"CM","centromedian nucleus of thalamus"
10424,127426968,"VPL","ventral posterior lateral nucleus"
10400,127426962,"MDm","magnocellular (medial) division of MD"
10396,127426960,"LD","lateral dorsal nucleus of thalamus"
11736,127426950,"CPhipr","CP in rostral hippocampus"
10398,127426946,"MD","mediodorsal nucleus of thalamus"
13037,127426942,"VLCd","dorsal subdivision of VLC"
11412,127426940,"ELI","lateral intermediate part of entorhinal cortex"
10420,127426936,"VL","ventral lateral nucleus of thalamus"
13332,127426910,"STHm","medial portion of STH"
13100,127426904,"tCP36o","outer CP in (rostral) midinferior temporal cortex (area 36)"
13084,127426902,"tMZ36","MZ in rostral midinferior temporal cortex (area 36)"
11939,127426867,"pSZpvo","outer SZ in posteroinferior (ventral) parietal cortex"
11828,127426865,"pIZpv","IZ in posteroinferior (ventral) parietal cortex"
11770,127426863,"tSPa1","SP in primary auditory cortex"
11693,127426859,"tCPa1i","inner CP in primary auditory cortex"
11692,127426857,"tCPa1o","outer CP in primary auditory cortex"
11619,127426833,"pMZpv","MZ in posteroventral (inferior) parietal cortex"
11460,127426831,"A35r3u","layer IIIu of area 35r"
10503,127426829,"PHN","posterior hypothalamic nucleus"
10499,127426827,"MM","medial mammillary nucleus"
10464,127426825,"R","reticular nucleus of thalamus"
10427,127426823,"VM","ventral medial nucleus of thalamus"
10421,127426821,"VLR","rostral division of VL"
10367,127426817,"La","lateral nucleus"
10463,127426803,"ZI","zona incerta"
10419,127426799,"VAmc","magnocellular division of VA"
10344,127426327,"GPi","internal segment of globus pallidus"
10374,127426323,"CoA","anterior cortical nucleus"
12012,127426321,"cVZmi","VZ in midcingulate neocortex"
11986,127426319,"cSZmi","SZ in midcingulate cortex"
11720,127426753,"cCPmio","outer CP in midcingulate cortex"
11631,127426751,"cMZmi","MZ in midcingulate cortex"
10493,127426749,"LT","lateral tuberal nuclei"
10492,127426747,"Arc","arcuate nucleus of hypothalamus"
10458,127426745,"PaVr","rostral subdivision of paraventricular nucleus"
10417,127426743,"VA","ventral anterior nucleus of thalamus"
10393,127426739,"AD","anterodorsal nucleus of thalamus"
13125,127426727,"SPpcr","SP in rostral perirhinal cortex"
12979,127426725,"SGpcr","SG in rostral perirhinal cortex"
11748,127426721,"CPpcro","outer CP in rostral perirhinal cortex"
11538,127426717,"PuC","caudal putamen"
11371,127426715,"EO","olfactory part of entorhinal cortex"
10555,127426713,"hyVZ","VZ in hypothalamic portion"
10554,127426684,"thVZ","VZ in thalamic region"
10494,127426682,"LHAtub","lateral hypothalamic area, tuberal part"
10488,127426680,"VMH","ventromedial hypothalamic nucleus"
10381,127426676,"ASTA","amygdalostriatal transition area"
10378,127426674,"INA","Intercalated nucleus of amygdala"
10369,127426672,"BM","basomedial nucleus (accessory basal nucleus)"
10363,127426670,"CEN","central nuclear group"
11549,127426587,"GPip","peripheral portion of GPi"
10357,127426581,"NSP","nucleus subputaminalis"
10353,127426317,"BNM","basal nucleus of Meynert"
13308,127426315,"LMGE","MGE-Lateral region"
13305,127426313,"LGEVZ","LGE-VZ border region"
11929,127426577,"pSZs1o","outer SZ in primary somatosensory cortex"
11872,127426573,"iIZdg","IZ in dysgranular insular cortex"
11822,127426571,"pIZs1","IZ in primary somatosensory cortex"
11785,127426432,"iSPgr","SP in granular insular cortex"
11784,127426430,"iSPdg","SP in dysgranular insular cortex"
11766,127426428,"pSPs1","SP in primary somatosensory cortex"
11733,127426424,"iCPgro","outer CP in granular insular cortex"
11730,127426420,"iCPdgo","outer CP in dysgranular insular cortex"
11681,127426418,"pCPs1i","inner CP in primary somatosensory cortex"
11635,127426352,"iMZdg","MZ in dysgranular insular cortex"
11617,127426350,"pMZs1","MZ in primary somatosensory cortex"
10386,127426346,"BNSTl","lateral subdivision of BNST"
10347,127426342,"CLd","Dorsal claustrum"
10336,127426338,"CaB","body of caudate"
10345,127409242,"VeP","Ventral pallidus"
10384,127409240,"BNST","bed nucleus of stria terminalis"
12011,127409236,"cVZr","VZ in rostral cingulate neocortex"
11985,127409225,"cSZr","SZ in rostral cingulate cortex"
11779,127409221,"cSPr","SP in rostral cingulate cortex"
11718,127409219,"cCPri","inner CP in rostral cingulate cortex"
11717,127409217,"cCPro","outer CP in rostral cingulate cortex"
11630,127409215,"cMZr","MZ in rostral cingulate cortex"
11337,127409213,"Pir3","layer III of piriform cortex"
10354,127409988,"NDB","nucleus of diagonal band"
13313,127409986,"seVZ","VZ in septal region"
13310,127409982,"MGEi","inner portion of medial ganglionic eminence"
13306,127409980,"LGEo","outer portion of lateral ganglionic eminence"
10310,127409162,"OT","olfactory tubercle"
11545,127409158,"NACsl","lateral portion of the shell"
13314,127409154,"scVZ","VZ in subcallosal region"
10556,127409152,"RMS","rostral migratory stream"
10551,127409150,"LGE","lateral ganglionic eminence"
10550,127409137,"MGE","medial ganglionic eminence"
11657,127409101,"fCPm1i","inner CP in posteror frontal cortex (motor cortex)"
12014,127409095,"cVZsg","VZ in subgenual cingulate neocortex"
11782,127409091,"cSPsg","SP in subgenual (subcallosal) cingulate cortex"
11726,127409087,"cCPsgo","outer CP in subgenual (subcallosal) cingulate cortex"
11990,127409071,"fVZm1","VZ in posteror frontal cortex (motor cortex)"
11893,127409069,"fSZm1i","inner SZ in posteror frontal cortex (motor cortex)"
11891,127409067,"fSZm1o","outer SZ in posteror frontal cortex (motor cortex)"
11798,127409065,"fIZm1","IZ in posteror frontal cortex (motor cortex)"
11758,127409063,"fSPm1","SP in posteror frontal cortex (motor cortex)"
11989,127409135,"fVZor","VZ in orbital frontal cortex"
11888,127409133,"fSZori","inner SZ in orbital frontal cortex"
11886,127409131,"fSZoro","outer SZ in orbital frontal cortex"
11795,127409129,"fIZor","IZ in orbital frontal cortex"
11757,127409127,"fSPor","SP in orbital frontal cortex"
11653,127409123,"fCPoro","outer CP in orbital frontal cortex"
11659,127409019,"fCPdlo","outer CP in dorsolateral prefrontal cortex"
11898,127374109,"fSZdli","inner SZ in dorsolateral prefrontal cortex"
11896,127374107,"fSZdlo","outer SZ in dorsolateral prefrontal cortex"
11756,127374094,"fSPdm","SP in dorsomedial frontal cortex"
11807,127374031,"fIZfp","IZ in frontal polar cortex"
11761,127374029,"fSPfp","SP in frontal polar cortex"
11666,127374027,"fCPfpi","inner CP in frontal polar cortex"
11665,127374025,"fCPfpo","outer CP in frontal polar cortex"
12592,127434782,"Gr","gracile nucleus"
12589,127434767,"Cu","cuneate nucleus"
12702,127434765,"EGLU","external granular (germinal) layer of upper rhombic lip"
12807,127434763,"AP","area postrema"
13146,127434761,"oSZexsop","outer plexiform zone in extrastriate cortex"
12726,127434759,"PnbB","pontobulbar body"
12572,127434757,"Sp5","spinal trigeminal nucleus"
12557,127434755,"Sol","solitary nucleus"
12550,127434741,"10N","dorsal motor nucleus of the vagus (vagal nucleus)"
11996,127434739,"oVZvm","VZ in ventromedial extrastriate cortex (VP)"
11995,127434737,"oVZdm","VZ in dorsomedial extrastriate cortex (V2)"
11916,127434729,"oSZdmi","inner SZ in dorsomedial extrastriate cortex"
11914,127434727,"oSZdmo","outer SZ in dorsomedial extrastriate cortex"
11911,127434725,"oSZv1i","inner SZ in primary visual cortex"
11909,127434712,"oSZv1o","outer SZ in primary visual cortex"
11813,127434710,"oIZdm","IZ in dorsomedial extrastriate cortex (V2)"
11764,127434708,"oSPvm","SP in ventromedial extrastriate cortex (VP)"
11762,127434704,"oSPv1","SP in primary visual cortex"
11675,127434702,"oCPvmi","inner CP in ventromedial extrastriate cortex"
11674,127434700,"oCPvmo","outer CP in ventromedial extrastriate cortex"
11672,127434698,"oCPdmi","inner CP in dorsomedial extrastriate cortex"
11669,127434679,"oCPv1i","inner CP in primary visual cortex"
11668,127434677,"oCPv1o","outer CP in primary visual cortex"
11615,127434675,"oMZvm","MZ in ventromedial extrastriate cortex (VP)"
11614,127434673,"oMZdm","MZ in dorsomedial extrastriate cortex (V2)"
11613,127434671,"oMZv1","MZ in primary visual cortex"
10666,127434669,"LRL","lower (caudal) rhombic lip"
10665,127434667,"URL","upper (rostral) rhombic lip"
12545,127434648,"12N","hypoglossal nucleus"
12399,127434646,"InP","interpositus (intermediate) nucleus"
12438,127434642,"DCo","dorsal cochlear nucleus"
12390,127434640,"CBL","lateral hemisphere of cerebellum"
11708,127434623,"tCPmti","inner CP in medial temporal-occipital cortex"
12603,127434619,"IOD","inferior olive, dorsal nucleus"
12396,127434617,"DT","dentate (lateral) nucleus"
11976,127434613,"tSZmti","inner SZ in medial temporal-occipital cortex"
11849,127434609,"tIZmt","IZ in medial temporal-occipital cortex"
11775,127434607,"tSPmt","SP in medial temporal-occipital cortex"
12679,127434592,"VZCB","ventricular (matrix) zone of cerebellum"
12625,127434590,"GiRt","gigantocellular reticular nuclei"
12615,127434588,"PrH","prepositus hypoglossal nucleus"
12610,127434586,"IOPr","inferior olive, principal nucleus"
12384,127434584,"CBPV","paravermis of cerebellum"
12305,127434582,"IC","inferior colliculus"
10658,127434580,"CBV","cerebellar vermis"
12418,127434578,"6N","abducens nucleus"
12680,127434522,"VZPN","ventricular (matrix) zone of pons"
12437,127434520,"8Co","cochlear nuclei"
12420,127434518,"7N","facial nucleus"
12724,127434516,"CEMS","caudal (posterior) extramural migratory stream"
12642,127434514,"RMg","raphe magnus nucleus"
12499,127434512,"NC","nucleus coeruleus"
12444,127434509,"Pr5","principal sensory nucleus of trigeminal nerve"
12429,127434507,"Mo5","motor nucleus of trigeminal nerve"
12487,127434505,"MPB","medial parabrachial nucleus"
12482,127434475,"LPB","lateral parabrachial nucleus"
12292,127434471,"SC","superior colliculus"
11737,127434467,"CPhipc","CP in caudal hippocampus"
11351,127434465,"PrScs","superficial layers of caudal presubiculum"
11753,127434463,"CPrs","CP in retrosplenial cortex"
10460,127434461,"Pin","pineal body"
11698,127434459,"tCPilo","outer CP in inferolateral temporal cortex"
12312,127434420,"PBG","parabigeminal nucleus"
11699,127434416,"tCPili","inner CP in inferolateral temporal cortex"
12497,127434414,"RtTg","reticulotegmental nucleus"
13172,127434410,"tSZtfi","inner SZ in caudal midinferior temporal cortex (area TF)"
13170,127434408,"tSZtfo","outer SZ in caudal midinferior temporal cortex (area TF)"
13115,127434404,"tSPtf","SP in caudal midinferior temporal cortex (area TF)"
13104,127434383,"tCPtfi","inner CP in caudal midinferior temporal cortex (area TF)"
13103,127434381,"tCPtfo","outer CP in caudal midinferior temporal cortex (area TF)"
12006,127434379,"tVZph","VZ in posterior parahippocampal cortex"
12004,127434377,"tVZil","VZ in inferolateral temporal cortex"
11971,127434375,"tSZphi","inner SZ in posterior parahippocampal cortex"
11969,127434373,"tSZpho","outer SZ in posterior parahippocampal cortex"
11961,127434371,"tSZili","inner SZ in inferolateral temporal cortex"
11959,127434369,"tSZilo","outer SZ in inferolateral temporal cortex"
11846,127434367,"tIZph","IZ in posterior parahippocampal cortex"
11840,127434351,"tIZil","IZ in inferolateral temporal cortex"
11774,127434349,"tSPph","SP in posterior parahippocampal cortex"
11772,127434347,"tSPil","SP in inferolateral temporal cortex"
11705,127434345,"tCPphi","inner CP in posterior parahippocampal cortex"
11704,127434343,"tCPpho","outer CP in posterior parahippocampal cortex"
11305,127434276,"CA3Csp","stratum pyramidale of caudal CA3"
11293,127434274,"CA2Csp","stratum pyramidale of caudal CA2"
11284,127434272,"CA1Cso","stratum oriens of caudal CA1"
11283,127434270,"CA1Csp","stratum pyramidale of caudal CA1"
11281,127434266,"CA1Cslm","stratum lacunosum-moleculare of caudal CA1"
11272,127434264,"DGCgr","granular layer of caudal dentate gyrus"
10412,127434240,"Pull","lateral nucleus of pulvinar"
12197,127434232,"EW","Edinger-Westphal nucleus (accessory oculomotor nucleus)"
12261,127434103,"VTA","ventral tegmental area"
12270,127434101,"IP","interpeduncular nucleus"
10410,127434094,"Pulr","anterior nucleus of pulvinar"
11267,127433876,"DGRgr","granular layer of rostral dentate gyrus"
13126,127433872,"SPpcc","SP in caudal perirhinal cortex"
12247,127433868,"RN","red nucleus"
12252,127433766,"SNC","substantia nigra, compact part"
11279,127426992,"CA1Rso","stratum oriens of rostral CA1"
10426,127426972,"VPI","ventral posterior inferior nucleus"
10425,127426970,"VPM","ventral posterior medial nucleus"
10408,127426966,"LP","lateral posterior nucleus of thalamus"
10401,127426964,"MDl","multiform (lateral) division of MD"
11401,127426938,"EMI","medial intermediate part of entorhinal cortex"
13114,127426906,"tSP36","SP in rostral midinferior temporal cortex (area 36)"
13101,127434769,"tCP36i","inner CP in (rostral) midinferior temporal cortex (area 36)"
12000,127426900,"pVZpv","VZ in posteroinferior (ventral) parietal cortex"
11941,127426898,"pSZpvi","inner SZ in posteroinferior (ventral) parietal cortex"
11687,127426855,"pCPpvi","inner CP in posteroinferior (ventral) parietal cortex"
11686,127426853,"pCPpvo","outer CP in posteroinferior (ventral) parietal cortex"
11621,127426851,"tMZa1","MZ in primary auditory cortex"
10466,127426807,"STH","subthalamic nucleus"
10459,127426801,"PaVc","caudal subdivision of paraventricular nucleus"
10395,127434788,"AV","anteroventral nucleus of thalamus"
11530,127426325,"MeR","rostral subdivision of medial nucleus"
11862,127434786,"cIZmi","IZ in midcingulate cortex"
11780,127434784,"cSPmi","SP in midcingulate cortex"
11721,127426755,"cCPmii","inner CP in midcingulate cortex"
11749,127426723,"CPpcri","inner CP in rostral perirhinal cortex"
11646,127426719,"MZpcr","MZ in rostral perirhinal cortex"
10485,127426678,"DMH","dorsomedial hypothalamic nucleus"
11548,127426668,"GPic","central portion of GPi"
12406,127434339,"PN","pontine nucleus"
12223,127434337,"DR","dorsal raphe nucleus"
11946,127434310,"pSZdmi","inner SZ in dorsomedial parietal cortex (area 7m)"
11944,127434308,"pSZdmo","outer SZ in dorsomedial parietal cortex (area 7m)"
11831,127434306,"pIZdm","IZ in dorsomedial parietal cortex (area 7m)"
11769,127434304,"pSPdm","SP in dorsomedial parietal cortex (area 7m)"
11690,127434302,"pCPdmi","inner CP in dorsomedial parietal cortex (area 7m)"
11689,127434300,"pCPdmo","outer CP in dorsomedial parietal cortex (area 7m)"
11315,127434296,"SCpy","pyramidal layer of caudal subiculum"
