ENSP00000001146	CYP26B1	DOID:2340	Craniosynostosis	UniProtKB-KW	CURATED	4
ENSP00000003084	CFTR	DOID:1485	Cystic fibrosis	GHR	CURATED	5
ENSP00000005226	USH1C	DOID:0050439	Usher syndrome	GHR	CURATED	5
ENSP00000005226	USH1C	DOID:0050563	Nonsyndromic deafness	GHR	CURATED	5
ENSP00000005226	USH1C	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000005226	USH1C	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000007722	ITGA3	DOID:2730	Epidermolysis bullosa	UniProtKB-KW	CURATED	4
ENSP00000012443	PPP5C	DOID:10652	Alzheimer's disease	UniProtKB-KW	CURATED	4
ENSP00000012443	PPP5C	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000012443	PPP5C	DOID:9120	Amyloidosis	UniProtKB-KW	CURATED	4
ENSP00000013807	ERCC1	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000016171	COX15	DOID:3652	Leigh disease	GHR	CURATED	5
ENSP00000016171	COX15	DOID:3652	Leigh disease	UniProtKB-KW	CURATED	4
ENSP00000016171	COX15	DOID:3762	cytochrome-c oxidase deficiency disease	GHR	CURATED	5
ENSP00000020945	SNAI2	DOID:3263	Piebaldism	GHR	CURATED	5
ENSP00000020945	SNAI2	DOID:9258	Waardenburg's syndrome	GHR	CURATED	5
ENSP00000020945	SNAI2	DOID:9258	Waardenburg's syndrome	UniProtKB-KW	CURATED	4
ENSP00000023064	SLC7A9	DOID:9266	Cystinuria	GHR	CURATED	5
ENSP00000023064	SLC7A9	DOID:9266	Cystinuria	UniProtKB-KW	CURATED	4
ENSP00000023897	GABRA1	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000023897	GABRA1	DOID:4890	Juvenile myoclonic epilepsy	GHR	CURATED	5
ENSP00000029410	B4GALT7	DOID:13359	Ehlers-Danlos syndrome	UniProtKB-KW	CURATED	4
ENSP00000037502	MYOC	DOID:1686	Glaucoma	UniProtKB-KW	CURATED	4
ENSP00000039007	OTC	DOID:9271	Ornithine carbamoyltransferase deficiency	GHR	CURATED	5
ENSP00000053243	TNFRSF17	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000053867	GRN	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000053867	GRN	DOID:14503	Neuronal ceroid lipofuscinosis	UniProtKB-KW	CURATED	4
ENSP00000053867	GRN	DOID:9255	Frontotemporal dementia	GHR	CURATED	5
ENSP00000055682	KIAA2022	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000056217	ARHGEF5	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000061240	TLL1	DOID:1882	Atrial heart septal defect	UniProtKB-KW	CURATED	4
ENSP00000070846	PKP2	DOID:0050431	Arrhythmogenic right ventricular cardiomyopathy	GHR	CURATED	5
ENSP00000070846	PKP2	DOID:0050700	Cardiomyopathy	UniProtKB-KW	CURATED	4
ENSP00000071281	FHL1	DOID:11726	Emery-Dreifuss muscular dystrophy	UniProtKB-KW	CURATED	4
ENSP00000075503	STYK1	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000078527	PIGV	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000155840	KCNQ1	DOID:0050650	Familial atrial fibrillation	GHR	CURATED	5
ENSP00000155840	KCNQ1	DOID:0050650	Familial atrial fibrillation	UniProtKB-KW	CURATED	4
ENSP00000155840	KCNQ1	DOID:0050793	Short QT syndrome	GHR	CURATED	5
ENSP00000155840	KCNQ1	DOID:2843	Long QT syndrome	GHR	CURATED	5
ENSP00000155840	KCNQ1	DOID:2843	Long QT syndrome	UniProtKB-KW	CURATED	4
ENSP00000155840	KCNQ1	DOID:9351	Diabetes mellitus	UniProtKB-KW	CURATED	4
ENSP00000162749	TNFRSF1A	DOID:2377	Multiple sclerosis	GHR	CURATED	5
ENSP00000162749	TNFRSF1A	DOID:9120	Amyloidosis	UniProtKB-KW	CURATED	4
ENSP00000164139	PYGM	DOID:2746	Glycogen storage disease V	GHR	CURATED	5
ENSP00000164139	PYGM	DOID:2747	Glycogen storage disease	UniProtKB-KW	CURATED	4
ENSP00000164227	BCL3	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000166139	FSTL3	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000167586	KRT14	DOID:2730	Epidermolysis bullosa	UniProtKB-KW	CURATED	4
ENSP00000167586	KRT14	DOID:3390	Palmoplantar keratosis	UniProtKB-KW	CURATED	4
ENSP00000167586	KRT14	DOID:4644	Epidermolysis bullosa simplex	GHR	CURATED	5
ENSP00000168216	HSD17B10	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000168712	FGF4	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000175506	ASNS	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000177694	TBX21	DOID:2841	Asthma	UniProtKB-KW	CURATED	4
ENSP00000178640	MAP2K5	DOID:0050425	Restless legs syndrome	GHR	CURATED	5
ENSP00000185206	CLIC5	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000193322	OSTM1	DOID:13533	Osteopetrosis	GHR	CURATED	5
ENSP00000193322	OSTM1	DOID:13533	Osteopetrosis	UniProtKB-KW	CURATED	4
ENSP00000193391	IMPG2	DOID:10584	Retinitis pigmentosa	GHR	CURATED	5
ENSP00000193391	IMPG2	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000196061	PLOD1	DOID:13359	Ehlers-Danlos syndrome	GHR	CURATED	5
ENSP00000196061	PLOD1	DOID:13359	Ehlers-Danlos syndrome	UniProtKB-KW	CURATED	4
ENSP00000199280	AQP2	DOID:12387	Nephrogenic diabetes insipidus	GHR	CURATED	5
ENSP00000199280	AQP2	DOID:9409	Diabetes insipidus	UniProtKB-KW	CURATED	4
ENSP00000199447	NME8	DOID:9562	Primary ciliary dyskinesia	GHR	CURATED	5
ENSP00000199447	NME8	DOID:9562	Primary ciliary dyskinesia	UniProtKB-KW	CURATED	4
ENSP00000200181	ITGB4	DOID:2730	Epidermolysis bullosa	UniProtKB-KW	CURATED	4
ENSP00000200676	CETP	DOID:10871	Age related macular degeneration	GHR	CURATED	5
ENSP00000200676	CETP	DOID:1936	Atherosclerosis	UniProtKB-KW	CURATED	4
ENSP00000202625	TGM6	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000202625	TGM6	DOID:1441	Autosomal dominant cerebellar ataxia	UniProtKB-KW	CURATED	4
ENSP00000202967	SIRT4	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000204566	SPG21	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000204566	SPG21	DOID:2476	Hereditary spastic paraplegia	UniProtKB-KW	CURATED	4
ENSP00000204615	THPO	DOID:2224	Hemorrhagic thrombocythemia	GHR	CURATED	5
ENSP00000204679	GNPTG	DOID:3343	Glycoproteinosis	UniProtKB-KW	CURATED	4
ENSP00000204961	EFNB1	DOID:2340	Craniosynostosis	UniProtKB-KW	CURATED	4
ENSP00000205143	DLL3	DOID:0050568	Spondylocostal dysostosis	GHR	CURATED	5
ENSP00000205402	DLD	DOID:9269	Maple syrup urine disease	GHR	CURATED	5
ENSP00000205557	ABCC6	DOID:0050644	Arterial calcification of infancy	GHR	CURATED	5
ENSP00000205557	ABCC6	DOID:2738	Pseudoxanthoma elasticum	GHR	CURATED	5
ENSP00000205890	MYO15A	DOID:0050563	Nonsyndromic deafness	GHR	CURATED	5
ENSP00000205890	MYO15A	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000206765	TGM1	DOID:1699	Congenital ichthyosiform erythroderma	GHR	CURATED	5
ENSP00000207549	UNC13D	DOID:0050120	Hemophagocytic lymphohistiocytosis	GHR	CURATED	5
ENSP00000207549	UNC13D	DOID:0050120	Hemophagocytic lymphohistiocytosis	UniProtKB-KW	CURATED	4
ENSP00000209728	CDC6	DOID:0060306	Meier-Gorlin syndrome	GHR	CURATED	5
ENSP00000209873	AAAS	DOID:0050602	triple-A syndrome	GHR	CURATED	5
ENSP00000210444	NANS	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000211998	VCL	DOID:0050700	Cardiomyopathy	UniProtKB-KW	CURATED	4
ENSP00000211998	VCL	DOID:11984	Hypertrophic cardiomyopathy	GHR	CURATED	5
ENSP00000211998	VCL	DOID:12930	Dilated cardiomyopathy	GHR	CURATED	5
ENSP00000215095	STX1B	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000215567	TECR	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000215730	SNAP29	DOID:3390	Palmoplantar keratosis	UniProtKB-KW	CURATED	4
ENSP00000215730	SNAP29	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000215754	MIF	DOID:676	Juvenile rheumatoid arthritis	GHR	CURATED	5
ENSP00000215838	TCN2	DOID:0050818	Transcobalamin II deficiency	GHR	CURATED	5
ENSP00000215855	CRYBB3	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000215862	MORC2	DOID:10595	Charcot-Marie-Tooth disease	UniProtKB-KW	CURATED	4
ENSP00000215862	MORC2	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000215862	MORC2	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000215882	SLC25A1	DOID:0050573	2-hydroxyglutaric aciduria	GHR	CURATED	5
ENSP00000215939	CRYBB1	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000216037	XBP1	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000216124	ARSA	DOID:10579	Leukodystrophy	UniProtKB-KW	CURATED	4
ENSP00000216124	ARSA	DOID:10581	Metachromatic leukodystrophy	GHR	CURATED	5
ENSP00000216124	ARSA	DOID:10581	Metachromatic leukodystrophy	UniProtKB-KW	CURATED	4
ENSP00000216180	PNPLA3	DOID:9970	Obesity	UniProtKB-KW	CURATED	4
ENSP00000216181	MYH9	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000216181	MYH9	DOID:10983	Alport syndrome	UniProtKB-KW	CURATED	4
ENSP00000216181	MYH9	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000216185	TXN2	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000216194	ADSL	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000216223	IL2RB	DOID:7148	Rheumatoid arthritis	GHR	CURATED	5
ENSP00000216254	ACO2	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000216361	COCH	DOID:0050563	Nonsyndromic deafness	GHR	CURATED	5
ENSP00000216361	COCH	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000216366	AP4S1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000216366	AP4S1	DOID:2476	Hereditary spastic paraplegia	UniProtKB-KW	CURATED	4
ENSP00000216392	PYGL	DOID:2747	Glycogen storage disease	UniProtKB-KW	CURATED	4
ENSP00000216392	PYGL	DOID:2754	Glycogen storage disease VI	GHR	CURATED	5
ENSP00000216484	SPTLC2	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000216639	VRK1	DOID:0060264	Pontocerebellar hypoplasia	GHR	CURATED	5
ENSP00000216639	VRK1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000216727	PABPN1	DOID:11719	Oculopharyngeal muscular dystrophy	GHR	CURATED	5
ENSP00000216832	PNN	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000216911	AURKA	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000216951	GSS	DOID:589	Congenital hemolytic anemia	UniProtKB-KW	CURATED	4
ENSP00000217086	SALL4	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000217182	EEF1A2	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000217182	EEF1A2	DOID:1826	Epilepsy	UniProtKB-KW	CURATED	4
ENSP00000217254	SLC52A3	DOID:0050694	Brown-Vialetto-Van Laere syndrome	GHR	CURATED	5
ENSP00000217270	PROKR2	DOID:1921	Klinefelter's syndrome	UniProtKB-KW	CURATED	4
ENSP00000217270	PROKR2	DOID:3614	Kallmann syndrome	GHR	CURATED	5
ENSP00000217270	PROKR2	DOID:3614	Kallmann syndrome	UniProtKB-KW	CURATED	4
ENSP00000217305	PDYN	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000217381	SNTA1	DOID:2843	Long QT syndrome	UniProtKB-KW	CURATED	4
ENSP00000217402	CHMP4B	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000217426	AHCY	DOID:0050544	Hypermethioninemia	GHR	CURATED	5
ENSP00000217429	FAM83D	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000217740	RNF125	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000218099	F9	DOID:2452	Thrombophilia	UniProtKB-KW	CURATED	4
ENSP00000218104	ABCD1	DOID:10588	Adrenoleukodystrophy	GHR	CURATED	5
ENSP00000218224	PQBP1	DOID:0060179	Renpenning syndrome	GHR	CURATED	5
ENSP00000218224	PQBP1	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000218249	RAB40AL	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000218340	RP2	DOID:10584	Retinitis pigmentosa	GHR	CURATED	5
ENSP00000218340	RP2	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000218439	MAGED2	DOID:445	Bartter disease	UniProtKB-KW	CURATED	4
ENSP00000218516	GLA	DOID:14499	Fabry disease	GHR	CURATED	5
ENSP00000218867	SGCG	DOID:11724	limb-girdle muscular dystrophy	GHR	CURATED	5
ENSP00000218867	SGCG	DOID:11724	limb-girdle muscular dystrophy	UniProtKB-KW	CURATED	4
ENSP00000219097	ORC6	DOID:0060306	Meier-Gorlin syndrome	GHR	CURATED	5
ENSP00000219368	FA2H	DOID:10579	Leukodystrophy	UniProtKB-KW	CURATED	4
ENSP00000219368	FA2H	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000219368	FA2H	DOID:2476	Hereditary spastic paraplegia	UniProtKB-KW	CURATED	4
ENSP00000219476	TSC2	DOID:13515	Tuberous sclerosis	GHR	CURATED	5
ENSP00000219476	TSC2	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000219476	TSC2	DOID:3319	Lymphangioleiomyomatosis	GHR	CURATED	5
ENSP00000219548	STUB1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000219596	MEFV	DOID:2987	Familial Mediterranean fever	GHR	CURATED	5
ENSP00000219596	MEFV	DOID:9120	Amyloidosis	UniProtKB-KW	CURATED	4
ENSP00000219599	CRYM	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
ENSP00000219746	TOX3	DOID:0050425	Restless legs syndrome	GHR	CURATED	5
ENSP00000219746	TOX3	DOID:1612	Breast cancer	GHR	CURATED	5
ENSP00000220058	MTFMT	DOID:3652	Leigh disease	UniProtKB-KW	CURATED	4
ENSP00000220531	BLOC1S6	DOID:3753	Hermansky-Pudlak syndrome	GHR	CURATED	5
ENSP00000220531	BLOC1S6	DOID:3753	Hermansky-Pudlak syndrome	UniProtKB-KW	CURATED	4
ENSP00000220616	TG	DOID:0050328	Congenital hypothyroidism	GHR	CURATED	5
ENSP00000220616	TG	DOID:0050328	Congenital hypothyroidism	UniProtKB-KW	CURATED	4
ENSP00000220616	TG	DOID:12361	Graves' disease	GHR	CURATED	5
ENSP00000220616	TG	DOID:7188	Autoimmune thyroiditis	GHR	CURATED	5
ENSP00000220676	RP1	DOID:10584	Retinitis pigmentosa	GHR	CURATED	5
ENSP00000220676	RP1	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000220822	GDAP1	DOID:10595	Charcot-Marie-Tooth disease	GHR	CURATED	5
ENSP00000220822	GDAP1	DOID:10595	Charcot-Marie-Tooth disease	UniProtKB-KW	CURATED	4
ENSP00000220822	GDAP1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000220822	GDAP1	DOID:870	Neuropathy	UniProtKB-KW	CURATED	4
ENSP00000221167	TUSC3	DOID:1059	Intellectual disability	UniProtKB-KW	CURATED	4
ENSP00000221265	PAF1	DOID:162	Cancer	UniProtKB-KW	CURATED	4
ENSP00000221283	STXBP2	DOID:0050120	Hemophagocytic lymphohistiocytosis	GHR	CURATED	5
ENSP00000221421	LHB	DOID:1921	Klinefelter's syndrome	UniProtKB-KW	CURATED	4
ENSP00000221486	RNASEH2A	DOID:0050629	Aicardi-Goutieres syndrome	GHR	CURATED	5
ENSP00000221486	RNASEH2A	DOID:0050629	Aicardi-Goutieres syndrome	UniProtKB-KW	CURATED	4
ENSP00000221496	AMH	DOID:0050791	Persistent mullerian duct syndrome	GHR	CURATED	5
ENSP00000221496	AMH	DOID:3765	Pseudohermaphroditism	UniProtKB-KW	CURATED	4
ENSP00000221515	RETN	DOID:9351	Diabetes mellitus	UniProtKB-KW	CURATED	4
ENSP00000221515	RETN	DOID:9970	Obesity	UniProtKB-KW	CURATED	4
ENSP00000221891	APLP1	DOID:1289	Neurodegenerative disease	UniProtKB-KW	CURATED	4
ENSP00000221930	TGFB1	DOID:4997	Camurati-Engelmann disease	GHR	CURATED	5
ENSP00000221973	LIM2	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000221996	CRX	DOID:0050572	cone-rod dystrophy	UniProtKB-KW	CURATED	4
ENSP00000221996	CRX	DOID:10584	Retinitis pigmentosa	GHR	CURATED	5
ENSP00000221996	CRX	DOID:10584	Retinitis pigmentosa	UniProtKB-KW	CURATED	4
ENSP00000221996	CRX	DOID:14791	Leber congenital amaurosis	GHR	CURATED	5
ENSP00000221996	CRX	DOID:14791	Leber congenital amaurosis	UniProtKB-KW	CURATED	4
ENSP00000222139	EPOR	DOID:10780	Primary polycythemia	GHR	CURATED	5
ENSP00000222139	EPOR	DOID:10780	Primary polycythemia	UniProtKB-KW	CURATED	4
ENSP00000222214	GCDH	DOID:9252	Amino acid metabolic disorder	UniProtKB-KW	CURATED	4
ENSP00000222248	SLC5A5	DOID:0050328	Congenital hypothyroidism	GHR	CURATED	5
ENSP00000222248	SLC5A5	DOID:0050328	Congenital hypothyroidism	UniProtKB-KW	CURATED	4
ENSP00000222266	PSENEN	DOID:2280	Hidradenitis suppurativa	GHR	CURATED	5
ENSP00000222271	COMP	DOID:0080047	Pseudoachondroplasia	GHR	CURATED	5
ENSP00000222271	COMP	DOID:12721	Multiple epiphyseal dysplasia	GHR	CURATED	5
ENSP00000222304	HAMP	DOID:2352	Hemochromatosis	GHR	CURATED	5
ENSP00000222329	ERF	DOID:2340	Craniosynostosis	UniProtKB-KW	CURATED	4
ENSP00000222330	GSK3A	DOID:10652	Alzheimer's disease	UniProtKB-KW	CURATED	4
ENSP00000222330	GSK3A	DOID:9351	Diabetes mellitus	UniProtKB-KW	CURATED	4
ENSP00000222345	SIPA1L3	DOID:83	Cataract	UniProtKB-KW	CURATED	4
ENSP00000222390	HGF	DOID:0050563	Nonsyndromic deafness	UniProtKB-KW	CURATED	4
